claim_id,sku,laptop_model,component_name,claim_date,failure_symptom,days_in_service_at_failure,repair_cost_usd,resolution
WC-00236,T1-BAT-0074,TravelLite 12,Battery,2024-09-24,Swelling detected,958,243.23,Refunded
WC-00237,AP1-BAT-0096,AeroBook Pro 14,Battery,2024-10-05,Won't hold charge,86,283.91,Repaired
WC-00238,T1-FAN-0236,TravelLite 12,Cooling Fan,2025-08-21,Loud grinding noise,169,45.11,Pending
WC-00239,WEX-RAM-0146,WorkHorse EliteBook X,RAM Module,2025-02-20,Blue screen / crashes,558,117.11,Repaired
WC-00240,AA1-RAM-0140,AeroBook Air 13,RAM Module,2025-04-19,Memory not detected,882,49.18,Repaired
WC-00241,AA1-RAM-0244,AeroBook Air 13,RAM Module,2024-11-07,Blue screen / crashes,230,253.24,Refunded
WC-00242,N2-BAT-0046,NimbusPad 2-in-1,Battery,2025-12-29,Won't hold charge,374,127.93,Replaced
WC-00243,WEX-MB-0205,WorkHorse EliteBook X,Motherboard,2024-09-23,Random shutdowns,41,286.35,Pending
WC-00244,T1-MB-0168,TravelLite 12,Motherboard,2025-07-17,Random shutdowns,106,146.68,Repaired
WC-00245,T1-CAM-0040,TravelLite 12,Webcam Module,2024-03-04,Camera not detected,143,71.47,Pending
WC-00246,AP1-SSD-0115,AeroBook Pro 14,SSD Storage,2025-10-07,Drive not detected,96,180.96,Refunded
WC-00247,T1G-KB-0276,TitanForce 15 Gaming,Keyboard Assembly,2024-03-17,Keys unresponsive,76,71.36,Pending
WC-00248,WEX-CAM-0245,WorkHorse EliteBook X,Webcam Module,2024-04-04,Blurry/no image,135,27.17,Pending
WC-00249,N2-FAN-0015,NimbusPad 2-in-1,Cooling Fan,2025-08-10,Fan not spinning,851,221.46,Pending
WC-00250,N2-KB-0010,NimbusPad 2-in-1,Keyboard Assembly,2025-11-30,Sticky keys,186,115.87,Repaired
WC-00251,AA1-FAN-0086,AeroBook Air 13,Cooling Fan,2025-04-01,Loud grinding noise,45,190.02,Repaired
WC-00252,T1G-FAN-0195,TitanForce 15 Gaming,Cooling Fan,2025-05-25,Fan not spinning,913,171.95,Replaced
WC-00253,WEX-SSD-0029,WorkHorse EliteBook X,SSD Storage,2025-01-27,Boot failure,439,71.85,Repaired
WC-00254,AP1-CAM-0191,AeroBook Pro 14,Webcam Module,2026-04-01,Camera not detected,401,237.85,Refunded
WC-00255,WEX-FAN-0149,WorkHorse EliteBook X,Cooling Fan,2026-03-11,Fan not spinning,362,275.11,Refunded
WC-00256,T1-MB-0120,TravelLite 12,Motherboard,2024-07-03,Won't power on,336,185.18,Replaced
WC-00257,AP1-FAN-0269,AeroBook Pro 14,Cooling Fan,2026-03-08,Fan not spinning,69,245.47,Pending
WC-00258,WEX-BAT-0162,WorkHorse EliteBook X,Battery,2026-02-24,Battery not detected,248,292.58,Replaced
WC-00259,T1-MB-0078,TravelLite 12,Motherboard,2024-09-03,No display output,556,247.64,Replaced
WC-00260,T1G-FAN-0233,TitanForce 15 Gaming,Cooling Fan,2024-08-12,Overheating,876,295.06,Pending
WC-00261,AA1-CAM-0109,AeroBook Air 13,Webcam Module,2026-05-09,Camera not detected,190,82.42,Refunded
WC-00262,AA1-CAM-0243,AeroBook Air 13,Webcam Module,2025-12-15,Blurry/no image,945,183.6,Refunded
WC-00263,AA1-BAT-0288,AeroBook Air 13,Battery,2025-07-31,Won't hold charge,586,285.29,Pending
WC-00264,WEX-MB-0166,WorkHorse EliteBook X,Motherboard,2024-06-28,Overheating / thermal shutdown,48,40.72,Repaired
WC-00265,AA1-MB-0184,AeroBook Air 13,Motherboard,2024-01-21,Overheating / thermal shutdown,10,109.54,Repaired
WC-00266,AA1-CAM-0243,AeroBook Air 13,Webcam Module,2024-12-14,Camera not detected,950,243.69,Refunded
WC-00267,T1-BAT-0018,TravelLite 12,Battery,2024-05-31,Battery not detected,731,276.41,Replaced
WC-00268,WEX-CAM-0256,WorkHorse EliteBook X,Webcam Module,2026-05-31,Blurry/no image,993,35.67,Pending
WC-00269,N2-RAM-0177,NimbusPad 2-in-1,RAM Module,2024-12-10,Memory not detected,340,53.89,Repaired
WC-00270,WEX-FAN-0220,WorkHorse EliteBook X,Cooling Fan,2025-03-23,Overheating,993,153.85,Refunded
WC-00271,AA1-FAN-0056,AeroBook Air 13,Cooling Fan,2025-07-29,Overheating,920,279.72,Refunded
WC-00272,T1-RAM-0070,TravelLite 12,RAM Module,2025-08-26,Blue screen / crashes,397,102.44,Refunded
WC-00273,T1-MB-0041,TravelLite 12,Motherboard,2026-01-16,Won't power on,981,215.07,Pending
WC-00274,AA1-FAN-0258,AeroBook Air 13,Cooling Fan,2026-02-28,Overheating,43,66.89,Refunded
WC-00275,T1G-FAN-0277,TitanForce 15 Gaming,Cooling Fan,2025-09-18,Loud grinding noise,664,176.18,Pending
WC-00276,WEX-MB-0044,WorkHorse EliteBook X,Motherboard,2026-02-02,Won't power on,253,113.84,Refunded
WC-00277,AP1-BAT-0055,AeroBook Pro 14,Battery,2024-03-31,Battery not detected,696,197.14,Refunded
WC-00278,N2-MB-0138,NimbusPad 2-in-1,Motherboard,2024-09-28,Random shutdowns,265,212.56,Refunded
WC-00279,AA1-RAM-0082,AeroBook Air 13,RAM Module,2024-04-20,Blue screen / crashes,59,124.99,Pending
WC-00280,T1G-RAM-0295,TitanForce 15 Gaming,RAM Module,2025-02-27,Memory not detected,912,122.93,Pending
WC-00281,AA1-SSD-0035,AeroBook Air 13,SSD Storage,2025-05-05,Drive not detected,676,231.1,Repaired
WC-00282,AA1-RAM-0052,AeroBook Air 13,RAM Module,2024-03-16,Blue screen / crashes,311,20.72,Refunded
WC-00283,AA1-BAT-0288,AeroBook Air 13,Battery,2024-03-16,Swelling detected,184,268.06,Repaired
WC-00284,WEX-FAN-0220,WorkHorse EliteBook X,Cooling Fan,2025-07-14,Loud grinding noise,356,184.3,Pending
WC-00285,N2-FAN-0211,NimbusPad 2-in-1,Cooling Fan,2025-03-17,Overheating,178,188.09,Pending
WC-00286,AP1-BAT-0051,AeroBook Pro 14,Battery,2024-04-13,Swelling detected,220,292.7,Pending
WC-00287,WEX-MB-0210,WorkHorse EliteBook X,Motherboard,2026-01-09,No display output,686,95.23,Repaired
WC-00288,AP1-FAN-0033,AeroBook Pro 14,Cooling Fan,2025-02-06,Overheating,572,254.36,Repaired
WC-00289,AA1-BAT-0017,AeroBook Air 13,Battery,2024-01-04,Swelling detected,99,98.95,Pending
WC-00290,T1-FAN-0063,TravelLite 12,Cooling Fan,2024-01-27,Loud grinding noise,184,196.88,Replaced
WC-00291,WEX-FAN-0148,WorkHorse EliteBook X,Cooling Fan,2024-04-28,Fan not spinning,813,128.28,Pending
WC-00292,AP1-FAN-0269,AeroBook Pro 14,Cooling Fan,2024-09-28,Loud grinding noise,667,170.08,Repaired
WC-00293,AP1-SSD-0115,AeroBook Pro 14,SSD Storage,2025-01-25,Data corruption,201,142.05,Refunded
WC-00294,N2-MB-0137,NimbusPad 2-in-1,Motherboard,2024-09-26,Random shutdowns,867,91.54,Replaced
WC-00295,WEX-DSP-0047,WorkHorse EliteBook X,Display Panel,2025-12-14,Backlight bleed,109,39.43,Refunded
WC-00296,AA1-RAM-0244,AeroBook Air 13,RAM Module,2025-02-27,Blue screen / crashes,576,32.38,Pending
WC-00297,WEX-BAT-0249,WorkHorse EliteBook X,Battery,2025-03-04,Battery not detected,713,262.06,Pending
WC-00298,T1-FAN-0173,TravelLite 12,Cooling Fan,2024-08-29,Fan not spinning,316,37.5,Replaced
WC-00299,T1-FAN-0154,TravelLite 12,Cooling Fan,2025-06-13,Overheating,703,295.09,Repaired
WC-00300,AP1-FAN-0039,AeroBook Pro 14,Cooling Fan,2026-02-14,Fan not spinning,187,285.48,Repaired
WC-00301,AP1-MB-0296,AeroBook Pro 14,Motherboard,2026-04-07,Random shutdowns,139,27.16,Replaced
WC-00302,T1G-FAN-0298,TitanForce 15 Gaming,Cooling Fan,2025-03-21,Loud grinding noise,852,193.76,Refunded
WC-00303,N2-RAM-0097,NimbusPad 2-in-1,RAM Module,2026-01-14,Blue screen / crashes,99,125.61,Pending
WC-00304,T1-MB-0168,TravelLite 12,Motherboard,2026-05-27,No display output,542,145.57,Replaced
WC-00305,T1-FAN-0238,TravelLite 12,Cooling Fan,2025-09-30,Overheating,545,237.78,Replaced
WC-00306,AP1-SSD-0126,AeroBook Pro 14,SSD Storage,2024-05-31,Drive not detected,612,181.06,Replaced
WC-00307,T1G-FAN-0277,TitanForce 15 Gaming,Cooling Fan,2025-07-30,Loud grinding noise,814,96.54,Refunded
WC-00308,AA1-MB-0264,AeroBook Air 13,Motherboard,2024-09-27,Overheating / thermal shutdown,680,153.39,Pending
WC-00309,T1G-MB-0013,TitanForce 15 Gaming,Motherboard,2024-10-09,Overheating / thermal shutdown,157,191.2,Pending
WC-00310,T1G-MB-0013,TitanForce 15 Gaming,Motherboard,2026-06-19,No display output,717,82.71,Pending
WC-00311,T1G-FAN-0277,TitanForce 15 Gaming,Cooling Fan,2025-01-16,Loud grinding noise,355,247.95,Refunded
WC-00312,N2-RAM-0094,NimbusPad 2-in-1,RAM Module,2026-05-13,Memory not detected,888,213.41,Replaced
WC-00313,AP1-MB-0296,AeroBook Pro 14,Motherboard,2024-08-21,Random shutdowns,317,292.65,Pending
WC-00314,T1-BAT-0235,TravelLite 12,Battery,2024-11-24,Swelling detected,756,133.78,Replaced
WC-00315,AA1-KB-0059,AeroBook Air 13,Keyboard Assembly,2024-08-04,Sticky keys,768,153.07,Refunded
WC-00316,WEX-BAT-0249,WorkHorse EliteBook X,Battery,2025-06-11,Won't hold charge,77,103.67,Pending
WC-00317,WEX-DSP-0043,WorkHorse EliteBook X,Display Panel,2026-05-21,Backlight bleed,910,177.07,Repaired
WC-00318,T1-SSD-0062,TravelLite 12,SSD Storage,2026-05-02,Boot failure,867,31.42,Replaced
WC-00319,AP1-SSD-0142,AeroBook Pro 14,SSD Storage,2025-01-04,Drive not detected,213,93.08,Pending
WC-00320,AP1-FAN-0156,AeroBook Pro 14,Cooling Fan,2025-10-12,Loud grinding noise,707,23.71,Refunded
WC-00321,N2-MB-0152,NimbusPad 2-in-1,Motherboard,2025-04-01,Random shutdowns,993,263.09,Refunded
WC-00322,WEX-FAN-0106,WorkHorse EliteBook X,Cooling Fan,2026-05-07,Fan not spinning,776,251.8,Replaced
WC-00323,N2-FAN-0088,NimbusPad 2-in-1,Cooling Fan,2025-01-30,Loud grinding noise,176,258.34,Repaired
WC-00324,AP1-MB-0259,AeroBook Pro 14,Motherboard,2025-10-24,Random shutdowns,703,73.92,Pending
WC-00325,T1G-FAN-0158,TitanForce 15 Gaming,Cooling Fan,2026-06-04,Overheating,19,150.12,Repaired
WC-00326,T1G-FAN-0195,TitanForce 15 Gaming,Cooling Fan,2025-09-07,Loud grinding noise,239,86.93,Refunded
WC-00327,T1-RAM-0213,TravelLite 12,RAM Module,2025-12-27,Memory not detected,443,270.21,Refunded
WC-00328,N2-CAM-0144,NimbusPad 2-in-1,Webcam Module,2024-08-11,Blurry/no image,319,208.0,Pending
WC-00329,WEX-KB-0176,WorkHorse EliteBook X,Keyboard Assembly,2024-01-08,Backlight failure,688,290.45,Refunded
WC-00330,T1-BAT-0169,TravelLite 12,Battery,2025-08-31,Battery not detected,299,100.07,Replaced
WC-00331,AA1-KB-0151,AeroBook Air 13,Keyboard Assembly,2024-12-10,Sticky keys,665,107.66,Refunded
WC-00332,AA1-BAT-0084,AeroBook Air 13,Battery,2025-12-29,Battery not detected,315,68.68,Repaired
WC-00333,WEX-FAN-0271,WorkHorse EliteBook X,Cooling Fan,2026-04-04,Overheating,423,203.25,Repaired
WC-00334,T1-FAN-0218,TravelLite 12,Cooling Fan,2025-11-02,Fan not spinning,312,88.94,Pending
WC-00335,AA1-RAM-0124,AeroBook Air 13,RAM Module,2026-01-24,Blue screen / crashes,607,216.8,Repaired
WC-00336,WEX-FAN-0106,WorkHorse EliteBook X,Cooling Fan,2025-12-31,Loud grinding noise,712,167.37,Pending
WC-00337,T1-KB-0272,TravelLite 12,Keyboard Assembly,2025-11-18,Sticky keys,529,100.56,Repaired
WC-00338,AA1-BAT-0254,AeroBook Air 13,Battery,2026-06-16,Battery not detected,195,98.73,Pending
WC-00339,T1-MB-0041,TravelLite 12,Motherboard,2024-09-21,Random shutdowns,979,208.72,Refunded
WC-00340,AA1-FAN-0197,AeroBook Air 13,Cooling Fan,2024-08-15,Fan not spinning,238,227.1,Refunded
WC-00341,AA1-RAM-0129,AeroBook Air 13,RAM Module,2024-12-05,Memory not detected,276,181.89,Pending
WC-00342,AA1-FAN-0258,AeroBook Air 13,Cooling Fan,2025-04-26,Loud grinding noise,897,195.8,Replaced
WC-00343,WEX-FAN-0148,WorkHorse EliteBook X,Cooling Fan,2024-07-18,Overheating,132,262.24,Pending
WC-00344,WEX-BAT-0162,WorkHorse EliteBook X,Battery,2025-02-27,Won't hold charge,901,258.46,Repaired
WC-00345,AP1-MB-0300,AeroBook Pro 14,Motherboard,2024-12-16,Overheating / thermal shutdown,593,269.46,Pending
WC-00346,WEX-MB-0044,WorkHorse EliteBook X,Motherboard,2026-06-02,Random shutdowns,807,38.03,Refunded
WC-00347,T1-RAM-0192,TravelLite 12,RAM Module,2024-06-30,Memory not detected,659,31.53,Pending
WC-00348,AA1-FAN-0086,AeroBook Air 13,Cooling Fan,2026-02-18,Loud grinding noise,600,232.88,Pending
WC-00349,T1-FAN-0238,TravelLite 12,Cooling Fan,2026-03-09,Loud grinding noise,142,190.13,Pending
WC-00350,WEX-MB-0123,WorkHorse EliteBook X,Motherboard,2025-05-03,Overheating / thermal shutdown,14,25.75,Repaired
WC-00351,WEX-FAN-0220,WorkHorse EliteBook X,Cooling Fan,2024-01-15,Fan not spinning,785,252.47,Repaired
WC-00352,AP1-FAN-0006,AeroBook Pro 14,Cooling Fan,2024-01-05,Overheating,761,85.91,Refunded
WC-00353,N2-RAM-0094,NimbusPad 2-in-1,RAM Module,2024-04-15,Memory not detected,525,182.77,Repaired
WC-00354,AP1-RAM-0020,AeroBook Pro 14,RAM Module,2024-02-16,Memory not detected,981,97.89,Refunded
WC-00355,AP1-BAT-0136,AeroBook Pro 14,Battery,2025-12-04,Won't hold charge,360,298.9,Pending
WC-00356,AA1-FAN-0110,AeroBook Air 13,Cooling Fan,2024-07-11,Loud grinding noise,980,273.46,Pending
WC-00357,AP1-FAN-0006,AeroBook Pro 14,Cooling Fan,2024-08-17,Overheating,144,75.19,Replaced
WC-00358,N2-KB-0179,NimbusPad 2-in-1,Keyboard Assembly,2024-06-22,Keys unresponsive,385,217.67,Replaced
WC-00359,T1-BAT-0116,TravelLite 12,Battery,2025-10-17,Swelling detected,799,167.4,Replaced
WC-00360,T1G-SSD-0181,TitanForce 15 Gaming,SSD Storage,2024-02-19,Drive not detected,120,201.27,Replaced
WC-00361,N2-FAN-0015,NimbusPad 2-in-1,Cooling Fan,2024-04-28,Fan not spinning,464,123.37,Refunded
WC-00362,WEX-FAN-0149,WorkHorse EliteBook X,Cooling Fan,2024-06-05,Loud grinding noise,721,210.44,Replaced
WC-00363,AP1-FAN-0091,AeroBook Pro 14,Cooling Fan,2025-11-08,Loud grinding noise,688,163.29,Repaired
WC-00364,WEX-SSD-0128,WorkHorse EliteBook X,SSD Storage,2024-04-17,Drive not detected,746,191.04,Refunded
WC-00365,N2-CAM-0038,NimbusPad 2-in-1,Webcam Module,2024-04-18,Blurry/no image,213,188.57,Refunded
WC-00366,AP1-KB-0251,AeroBook Pro 14,Keyboard Assembly,2024-07-25,Sticky keys,730,131.78,Repaired
WC-00367,T1G-MB-0013,TitanForce 15 Gaming,Motherboard,2025-05-23,Random shutdowns,714,280.94,Refunded
WC-00368,T1-BAT-0074,TravelLite 12,Battery,2024-01-14,Battery not detected,101,273.46,Pending
WC-00369,N2-BAT-0046,NimbusPad 2-in-1,Battery,2024-04-02,Battery not detected,86,221.22,Replaced
WC-00370,WEX-FAN-0271,WorkHorse EliteBook X,Cooling Fan,2025-10-21,Loud grinding noise,477,296.77,Refunded
WC-00371,AA1-BAT-0084,AeroBook Air 13,Battery,2024-02-21,Won't hold charge,842,64.79,Replaced
WC-00372,AA1-FAN-0258,AeroBook Air 13,Cooling Fan,2025-01-03,Overheating,330,136.41,Replaced
WC-00373,AP1-FAN-0033,AeroBook Pro 14,Cooling Fan,2026-02-15,Loud grinding noise,19,257.82,Repaired
WC-00374,AA1-DSP-0099,AeroBook Air 13,Display Panel,2025-03-24,Backlight bleed,284,265.37,Replaced
WC-00375,AP1-SSD-0115,AeroBook Pro 14,SSD Storage,2024-12-16,Boot failure,126,129.22,Pending
WC-00376,AA1-FAN-0086,AeroBook Air 13,Cooling Fan,2025-01-29,Overheating,881,151.3,Pending
WC-00377,T1G-FAN-0195,TitanForce 15 Gaming,Cooling Fan,2026-03-27,Loud grinding noise,125,52.77,Replaced
WC-00378,T1G-BAT-0297,TitanForce 15 Gaming,Battery,2026-05-14,Won't hold charge,116,133.57,Pending
WC-00379,T1-BAT-0242,TravelLite 12,Battery,2025-11-25,Swelling detected,195,189.23,Refunded
WC-00380,AA1-SSD-0186,AeroBook Air 13,SSD Storage,2026-06-02,Drive not detected,911,253.98,Repaired
WC-00381,AA1-KB-0151,AeroBook Air 13,Keyboard Assembly,2025-05-14,Keys unresponsive,918,132.22,Replaced
WC-00382,T1-BAT-0018,TravelLite 12,Battery,2025-11-01,Swelling detected,22,215.8,Repaired
WC-00383,AP1-MB-0296,AeroBook Pro 14,Motherboard,2025-11-16,No display output,541,164.08,Replaced
WC-00384,AP1-BAT-0136,AeroBook Pro 14,Battery,2026-01-14,Won't hold charge,503,113.54,Pending
WC-00385,N2-BAT-0046,NimbusPad 2-in-1,Battery,2026-04-26,Battery not detected,923,296.52,Replaced
WC-00386,AA1-FAN-0005,AeroBook Air 13,Cooling Fan,2024-06-09,Overheating,879,148.75,Pending
WC-00387,T1-BAT-0263,TravelLite 12,Battery,2024-03-17,Swelling detected,338,83.65,Refunded
WC-00388,N2-FAN-0015,NimbusPad 2-in-1,Cooling Fan,2024-08-16,Overheating,668,122.91,Repaired
WC-00389,T1G-SSD-0024,TitanForce 15 Gaming,SSD Storage,2025-03-30,Drive not detected,468,40.09,Pending
WC-00390,N2-MB-0138,NimbusPad 2-in-1,Motherboard,2024-05-01,Overheating / thermal shutdown,773,201.21,Replaced
WC-00391,WEX-MB-0123,WorkHorse EliteBook X,Motherboard,2024-02-06,Won't power on,855,40.91,Refunded
WC-00392,N2-KB-0268,NimbusPad 2-in-1,Keyboard Assembly,2025-07-29,Keys unresponsive,680,206.37,Refunded
WC-00393,WEX-KB-0111,WorkHorse EliteBook X,Keyboard Assembly,2024-02-25,Keys unresponsive,874,144.52,Pending
WC-00394,AA1-KB-0216,AeroBook Air 13,Keyboard Assembly,2025-01-07,Backlight failure,473,47.5,Repaired
WC-00395,T1-DSP-0002,TravelLite 12,Display Panel,2024-12-29,Backlight bleed,997,242.98,Refunded
WC-00396,WEX-MB-0210,WorkHorse EliteBook X,Motherboard,2024-02-16,Random shutdowns,514,55.03,Pending
WC-00397,T1-MB-0037,TravelLite 12,Motherboard,2025-09-17,Random shutdowns,202,49.41,Pending
WC-00398,T1-FAN-0067,TravelLite 12,Cooling Fan,2026-04-24,Loud grinding noise,743,111.31,Pending
WC-00399,N2-FAN-0015,NimbusPad 2-in-1,Cooling Fan,2025-10-10,Overheating,612,50.12,Pending
WC-00400,AP1-SSD-0142,AeroBook Pro 14,SSD Storage,2025-08-26,Drive not detected,147,289.7,Replaced
WC-00401,WEX-BAT-0162,WorkHorse EliteBook X,Battery,2024-02-19,Battery not detected,967,138.35,Pending
WC-00402,T1G-FAN-0277,TitanForce 15 Gaming,Cooling Fan,2026-03-10,Loud grinding noise,718,179.89,Repaired
WC-00403,N2-SSD-0036,NimbusPad 2-in-1,SSD Storage,2025-11-04,Drive not detected,630,266.57,Pending
WC-00404,WEX-SSD-0128,WorkHorse EliteBook X,SSD Storage,2025-09-15,Drive not detected,790,85.75,Pending
WC-00405,AA1-FAN-0294,AeroBook Air 13,Cooling Fan,2024-10-28,Fan not spinning,834,53.01,Pending
WC-00406,AA1-MB-0184,AeroBook Air 13,Motherboard,2026-02-05,No display output,873,214.93,Refunded
WC-00407,T1-RAM-0213,TravelLite 12,RAM Module,2025-07-20,Blue screen / crashes,215,74.77,Refunded
WC-00408,T1-FAN-0207,TravelLite 12,Cooling Fan,2025-11-19,Loud grinding noise,737,200.27,Repaired
WC-00409,AP1-FAN-0156,AeroBook Pro 14,Cooling Fan,2025-12-11,Overheating,340,217.45,Refunded
WC-00410,T1-BAT-0169,TravelLite 12,Battery,2025-08-19,Battery not detected,975,205.14,Pending
WC-00411,AP1-RAM-0204,AeroBook Pro 14,RAM Module,2026-05-11,Memory not detected,908,256.48,Replaced
WC-00412,AA1-CAM-0160,AeroBook Air 13,Webcam Module,2024-01-26,Blurry/no image,158,30.12,Replaced
WC-00413,T1-FAN-0063,TravelLite 12,Cooling Fan,2026-02-07,Loud grinding noise,303,209.77,Repaired
WC-00414,AA1-BAT-0254,AeroBook Air 13,Battery,2025-12-08,Swelling detected,218,229.77,Replaced
WC-00415,AA1-FAN-0110,AeroBook Air 13,Cooling Fan,2025-04-08,Loud grinding noise,640,262.39,Repaired
WC-00416,AA1-RAM-0223,AeroBook Air 13,RAM Module,2025-07-28,Memory not detected,253,160.61,Refunded
WC-00417,T1G-KB-0209,TitanForce 15 Gaming,Keyboard Assembly,2024-02-18,Sticky keys,406,133.72,Refunded
WC-00418,AA1-FAN-0294,AeroBook Air 13,Cooling Fan,2024-02-25,Loud grinding noise,771,86.63,Pending
WC-00419,AP1-KB-0251,AeroBook Pro 14,Keyboard Assembly,2025-10-10,Backlight failure,736,199.58,Repaired
WC-00420,T1-FAN-0236,TravelLite 12,Cooling Fan,2024-07-17,Fan not spinning,469,65.57,Replaced
WC-00421,AA1-KB-0059,AeroBook Air 13,Keyboard Assembly,2024-06-26,Backlight failure,536,49.02,Replaced
WC-00422,N2-DSP-0135,NimbusPad 2-in-1,Display Panel,2025-07-23,Screen flicker,143,60.86,Refunded
WC-00423,T1-FAN-0004,TravelLite 12,Cooling Fan,2025-04-22,Overheating,969,59.12,Repaired
WC-00424,T1-BAT-0278,TravelLite 12,Battery,2025-09-03,Won't hold charge,802,280.73,Refunded
WC-00425,N2-MB-0152,NimbusPad 2-in-1,Motherboard,2025-08-09,No display output,84,238.45,Refunded
WC-00426,N2-RAM-0161,NimbusPad 2-in-1,RAM Module,2024-07-07,Blue screen / crashes,815,158.96,Pending
WC-00427,WEX-MB-0166,WorkHorse EliteBook X,Motherboard,2025-02-17,Won't power on,367,78.04,Repaired
WC-00428,N2-FAN-0198,NimbusPad 2-in-1,Cooling Fan,2024-12-05,Fan not spinning,310,77.26,Pending
WC-00429,AP1-MB-0300,AeroBook Pro 14,Motherboard,2026-04-23,Won't power on,127,205.65,Pending
WC-00430,AA1-CAM-0076,AeroBook Air 13,Webcam Module,2025-10-19,Camera not detected,991,26.37,Refunded
WC-00431,T1-BAT-0117,TravelLite 12,Battery,2026-03-26,Won't hold charge,405,88.13,Refunded
WC-00432,T1G-KB-0008,TitanForce 15 Gaming,Keyboard Assembly,2025-06-13,Sticky keys,536,243.8,Pending
WC-00433,N2-MB-0152,NimbusPad 2-in-1,Motherboard,2024-10-30,Random shutdowns,338,161.46,Replaced
WC-00434,AP1-BAT-0055,AeroBook Pro 14,Battery,2026-03-02,Battery not detected,556,17.09,Replaced
WC-00435,WEX-FAN-0065,WorkHorse EliteBook X,Cooling Fan,2025-10-06,Loud grinding noise,895,210.34,Replaced
WC-00436,T1G-BAT-0064,TitanForce 15 Gaming,Battery,2026-04-28,Battery not detected,909,293.22,Pending
WC-00437,T1G-FAN-0195,TitanForce 15 Gaming,Cooling Fan,2024-03-14,Overheating,712,58.82,Pending
WC-00438,AA1-KB-0216,AeroBook Air 13,Keyboard Assembly,2024-02-08,Keys unresponsive,85,30.47,Refunded
WC-00439,T1-BAT-0169,TravelLite 12,Battery,2025-08-11,Won't hold charge,942,88.71,Pending
WC-00440,T1G-CAM-0139,TitanForce 15 Gaming,Webcam Module,2025-02-18,Blurry/no image,333,19.81,Replaced
WC-00441,T1-FAN-0163,TravelLite 12,Cooling Fan,2025-10-18,Overheating,643,33.02,Replaced
WC-00442,WEX-MB-0210,WorkHorse EliteBook X,Motherboard,2024-03-15,No display output,960,158.31,Refunded
WC-00443,T1-FAN-0238,TravelLite 12,Cooling Fan,2024-11-04,Overheating,98,95.23,Pending
WC-00444,T1-BAT-0117,TravelLite 12,Battery,2026-04-21,Battery not detected,41,150.09,Repaired
WC-00445,WEX-MB-0044,WorkHorse EliteBook X,Motherboard,2025-02-04,No display output,993,195.7,Refunded
WC-00446,WEX-MB-0205,WorkHorse EliteBook X,Motherboard,2026-03-25,No display output,990,285.6,Repaired
WC-00447,T1-MB-0041,TravelLite 12,Motherboard,2024-01-06,Overheating / thermal shutdown,560,171.04,Replaced
WC-00448,N2-BAT-0092,NimbusPad 2-in-1,Battery,2026-02-05,Battery not detected,935,221.89,Repaired
WC-00449,AA1-MB-0125,AeroBook Air 13,Motherboard,2025-10-23,Random shutdowns,174,67.44,Refunded
WC-00450,T1-SSD-0062,TravelLite 12,SSD Storage,2024-07-04,Drive not detected,828,176.68,Replaced
WC-00451,AA1-FAN-0258,AeroBook Air 13,Cooling Fan,2025-07-16,Fan not spinning,670,171.65,Refunded
WC-00452,T1-CAM-0203,TravelLite 12,Webcam Module,2024-09-13,Camera not detected,212,221.79,Pending
WC-00453,AA1-BAT-0288,AeroBook Air 13,Battery,2024-12-31,Won't hold charge,697,201.81,Replaced
WC-00454,N2-FAN-0088,NimbusPad 2-in-1,Cooling Fan,2024-03-12,Loud grinding noise,335,153.47,Refunded
WC-00455,AA1-BAT-0187,AeroBook Air 13,Battery,2024-11-09,Battery not detected,608,58.43,Refunded
WC-00456,AA1-RAM-0244,AeroBook Air 13,RAM Module,2025-03-14,Blue screen / crashes,14,104.27,Repaired
WC-00457,T1-RAM-0213,TravelLite 12,RAM Module,2025-10-18,Memory not detected,293,254.43,Repaired
WC-00458,WEX-MB-0205,WorkHorse EliteBook X,Motherboard,2024-12-05,Overheating / thermal shutdown,483,141.93,Refunded
WC-00459,N2-MB-0152,NimbusPad 2-in-1,Motherboard,2024-04-21,Random shutdowns,671,187.89,Refunded
WC-00460,AP1-MB-0259,AeroBook Pro 14,Motherboard,2024-05-23,Random shutdowns,279,224.06,Replaced
WC-00461,WEX-CAM-0219,WorkHorse EliteBook X,Webcam Module,2024-01-20,Camera not detected,842,180.84,Pending
WC-00462,T1G-DSP-0234,TitanForce 15 Gaming,Display Panel,2024-08-05,Dead pixels,574,89.28,Pending
WC-00463,AA1-FAN-0197,AeroBook Air 13,Cooling Fan,2024-06-01,Fan not spinning,411,78.64,Refunded
WC-00464,WEX-BAT-0042,WorkHorse EliteBook X,Battery,2025-05-28,Battery not detected,102,128.08,Replaced
WC-00465,N2-FAN-0198,NimbusPad 2-in-1,Cooling Fan,2026-05-18,Overheating,710,62.27,Repaired
WC-00466,N2-MB-0138,NimbusPad 2-in-1,Motherboard,2024-07-02,Random shutdowns,763,223.62,Refunded
WC-00467,T1G-MB-0013,TitanForce 15 Gaming,Motherboard,2026-02-18,Overheating / thermal shutdown,247,32.92,Refunded
WC-00468,T1-BAT-0074,TravelLite 12,Battery,2025-11-15,Won't hold charge,540,273.7,Refunded
WC-00469,T1-MB-0120,TravelLite 12,Motherboard,2025-04-10,Won't power on,50,294.47,Refunded
